sintomas,doenca
"tremores, afasia, rosto assimétrico, dificuldade para caminhar",AVC
"confusão mental, dormência em um lado do corpo, perda de memória",AVC
"perda de visão em um olho, desmaio, afasia, dor de cabeça intensa, perda de memória",AVC
"perda de memória, confusão mental, perda de equilíbrio, fraqueza súbita em um lado do corpo, ataxia",AVC
"formigamento, cefaleia severa, alterações no estado de consciência, dificuldade para articular palavras",AVC
"dificuldade para permanecer de pé, fraqueza no braço, vertigem, sonolência",AVC
"dificuldade para caminhar, formigamento, dor de cabeça intensa",AVC
"rosto assimétrico, dor de cabeça intensa, dificuldade em lembrar informações recentes, perda de visão em um olho, dificuldade para falar",AVC
"dor de cabeça intensa, perda de memória, náuseas e vômitos, dificuldade para permanecer de pé",AVC
"emese, instabilidade, ataxia",AVC
"fala embolada, dor de cabeça intensa, dormência em um lado do corpo",AVC
"alterações no estado de consciência, sobrancelha caída, visão dupla, fala embolada",AVC
"fraqueza no braço, dificuldade para caminhar, tontura, perda de memória",AVC
"paralisia, movimentos descontrolados, dificuldade para falar",AVC
"perda de memória, dificuldade para caminhar, perda de consciência, perda de sensibilidade, enjoo",AVC
"tontura, alterações no estado de consciência, não sentir frio ou calor, cegueira parcial, fala embolada",AVC
"alterações na visão, movimentos descontrolados, fraqueza no braço, perda de equilíbrio, sobrancelha caída",AVC
"alterações na visão, perda de consciência, dificuldade para falar, confusão, perda de sensibilidade",AVC
"formigamento, sobrancelha caída, enjoo, dificuldade para articular palavras, fraqueza súbita em um lado do corpo",AVC
"confusão mental, boca torta, alterações na visão",AVC
"enjoo, instabilidade, perda de consciência, confusão mental",AVC
"dificuldade para levantar o braço, enjoo, não sentir frio ou calor",AVC
"alterações na visão, dificuldade para permanecer de pé, dificuldade para caminhar",AVC
"dor de cabeça intensa, dificuldade em lembrar informações recentes, perda de equilíbrio",AVC
"dificuldade para permanecer de pé, náuseas e vômitos, não sentir frio ou calor, visão embaçada, desorientação",AVC
"desorientação, fala embolada, perda de visão em um olho, dormência em um lado do corpo, vertigem",AVC
"dificuldade para caminhar, visão dupla, fraqueza no braço, perda de consciência, afasia",AVC
"rosto assimétrico, tontura, não sentir frio ou calor, perda de consciência, visão dupla",AVC
"perda de sensibilidade, formigamento, enjoo",AVC
"desorientação, visão embaçada, fraqueza no braço, ataxia, cegueira parcial",AVC
"ataxia, movimentos descontrolados, tontura, dificuldade para articular palavras, dificuldade para permanecer de pé",AVC
"desorientação, visão dupla, dificuldade para falar, perda de sensibilidade",AVC
"fraqueza no braço, desmaio, perda de memória, boca torta",AVC
"dificuldade para levantar o braço, sonolência, afasia, perda de sensibilidade, tremores",AVC
"afasia, sobrancelha caída, dificuldade em lembrar informações recentes",AVC
"confusão mental, movimentos descontrolados, confusão, dificuldade em lembrar informações recentes",AVC
"dificuldade para levantar o braço, confusão, rosto assimétrico",AVC
"perda de sensibilidade, tremores, alterações no estado de consciência, dificuldade em lembrar informações recentes",AVC
"perda de memória, dormência em um lado do corpo, perda de coordenação, enjoo, visão embaçada",AVC
"formigamento, dificuldade para permanecer de pé, ataxia",AVC
"desorientação, dificuldade para articular palavras, emese, perda de equilíbrio",AVC
"vertigem, instabilidade, sonolência, dificuldade para articular palavras, movimentos descontrolados",AVC
"fala embolada, dificuldade em lembrar informações recentes, dificuldade para caminhar",AVC
"perda de memória, dificuldade para articular palavras, vertigem, fraqueza súbita em um lado do corpo, dificuldade para levantar o braço",AVC
"sobrancelha caída, fala embolada, perda de memória, fraqueza súbita em um lado do corpo, alterações na visão",AVC
"rosto assimétrico, dor de cabeça intensa, fala embolada",AVC
"desorientação, dificuldade para permanecer de pé, cegueira parcial",AVC
"dificuldade para falar, confusão mental, enjoo",AVC
"afasia, dificuldade para articular palavras, perda de equilíbrio, cegueira parcial",AVC
"enjoo, fala embolada, afasia",AVC
"perda de sensibilidade, dificuldade para permanecer de pé, perda de memória, paralisia",AVC
"perda de memória, visão embaçada, fraqueza súbita em um lado do corpo, tremores",AVC
"movimentos descontrolados, formigamento, instabilidade",AVC
"afasia, fraqueza súbita em um lado do corpo, cegueira parcial",AVC
"cegueira parcial, boca torta, perda de coordenação, perda de memória",AVC
"tremores, rosto assimétrico, afasia, fraqueza no braço, emese",AVC
"visão embaçada, fala embolada, boca torta, dor de cabeça intensa",AVC
"fraqueza súbita em um lado do corpo, dificuldade para levantar o braço, afasia, tontura, náuseas e vômitos",AVC
"tontura, dificuldade para levantar o braço, perda de consciência, fala embolada",AVC
"dificuldade em lembrar informações recentes, tremores, vertigem, dificuldade para permanecer de pé, cegueira parcial",AVC
"perda de memória, sonolência, cegueira parcial",AVC
"afasia, fala embolada, instabilidade",AVC
"afasia, cegueira parcial, instabilidade",AVC
"dificuldade para levantar o braço, movimentos descontrolados, sobrancelha caída",AVC
"visão dupla, perda de sensibilidade, confusão, rosto assimétrico",AVC
"perda de sensibilidade, perda de visão em um olho, afasia, dificuldade para permanecer de pé",AVC
"dormência em um lado do corpo, dificuldade para permanecer de pé, tremores",AVC
"instabilidade, ataxia, sobrancelha caída, desorientação, confusão",AVC
"perda de consciência, movimentos descontrolados, boca torta",AVC
"sobrancelha caída, dificuldade para levantar o braço, dormência em um lado do corpo",AVC
"emese, dificuldade em lembrar informações recentes, dificuldade para levantar o braço, perda de consciência, dificuldade para articular palavras",AVC
"desmaio, dificuldade em lembrar informações recentes, cefaleia severa, dificuldade para levantar o braço, instabilidade",AVC
"dificuldade em lembrar informações recentes, tremores, confusão, dor de cabeça intensa",AVC
"dificuldade para caminhar, rosto assimétrico, confusão, instabilidade",AVC
"boca torta, confusão mental, tremores, perda de visão em um olho, dificuldade para permanecer de pé",AVC
"dificuldade para articular palavras, cegueira parcial, dificuldade para caminhar, perda de consciência, perda de coordenação",AVC
"perda de sensibilidade, visão dupla, fala embolada, fraqueza no braço",AVC
"ataxia, perda de consciência, dificuldade para caminhar, rosto assimétrico, visão embaçada",AVC
"movimentos descontrolados, sobrancelha caída, perda de visão em um olho",AVC
"fraqueza súbita em um lado do corpo, perda de coordenação, visão dupla, dificuldade para permanecer de pé",AVC
"fraqueza súbita em um lado do corpo, vertigem, ataxia",AVC
"fala embolada, instabilidade, perda de visão em um olho, sonolência",AVC
"desmaio, dificuldade para falar, cefaleia severa",AVC
"dificuldade para caminhar, fraqueza súbita em um lado do corpo, alterações na visão, tontura",AVC
"boca torta, alterações no estado de consciência, visão embaçada, perda de visão em um olho, perda de equilíbrio",AVC
"perda de visão em um olho, náuseas e vômitos, fala embolada, dificuldade em lembrar informações recentes",AVC
"perda de consciência, movimentos descontrolados, dificuldade para levantar o braço",AVC
"dificuldade em lembrar informações recentes, perda de equilíbrio, dificuldade para falar, dormência em um lado do corpo",AVC
"perda de sensibilidade, perda de memória, visão dupla",AVC
"dificuldade para permanecer de pé, formigamento, ataxia, dificuldade para caminhar, fraqueza súbita em um lado do corpo",AVC
"fraqueza no braço, perda de coordenação, dificuldade para caminhar",AVC
"tremores, boca torta, formigamento, perda de memória",AVC
"não sentir frio ou calor, dificuldade para levantar o braço, cegueira parcial",AVC
"fraqueza súbita em um lado do corpo, cefaleia severa, dormência em um lado do corpo",AVC
"formigamento, visão dupla, perda de consciência, tremores",AVC
"ataxia, fala embolada, perda de consciência, dificuldade para caminhar, fraqueza no braço",AVC
"dificuldade para articular palavras, dificuldade para falar, cegueira parcial, emese",AVC
"paralisia, dificuldade para permanecer de pé, sobrancelha caída, perda de consciência, não sentir frio ou calor",AVC
"boca torta, dificuldade em lembrar informações recentes, dormência em um lado do corpo, alterações na visão, vertigem",AVC
"perda de consciência, paralisia, perda de visão em um olho, perda de memória",AVC
"perda de sensibilidade, tremores, instabilidade, vertigem",AVC
"perda de consciência, dificuldade para falar, formigamento, visão embaçada",AVC
"sonolência, perda de coordenação, dificuldade para permanecer de pé, dificuldade para levantar o braço",AVC
"dificuldade para levantar o braço, formigamento, rosto assimétrico, tremores",AVC
"movimentos descontrolados, ataxia, cegueira parcial, dificuldade para falar, confusão mental",AVC
"movimentos descontrolados, perda de consciência, dificuldade para falar, cegueira parcial",AVC
"fraqueza no braço, ataxia, cegueira parcial, dor de cabeça intensa, dificuldade para falar",AVC
"desorientação, boca torta, não sentir frio ou calor, perda de visão em um olho",AVC
"cegueira parcial, rosto assimétrico, náuseas e vômitos, fraqueza súbita em um lado do corpo",AVC
"ataxia, fraqueza súbita em um lado do corpo, náuseas e vômitos",AVC
"dificuldade para falar, confusão mental, fraqueza súbita em um lado do corpo, sonolência",AVC
"tontura, paralisia, desorientação, enjoo, dificuldade para permanecer de pé",AVC
"perda de coordenação, alterações na visão, vertigem, dificuldade para falar",AVC
"dificuldade para falar, cefaleia severa, não sentir frio ou calor",AVC
"visão dupla, dor de cabeça intensa, dificuldade para permanecer de pé",AVC
"dormência em um lado do corpo, enjoo, dificuldade para levantar o braço, rosto assimétrico",AVC
"boca torta, perda de equilíbrio, cegueira parcial, dificuldade para levantar o braço",AVC
"formigamento, cegueira parcial, visão dupla",AVC
"desorientação, instabilidade, tremores, vertigem, paralisia",AVC
"desmaio, cegueira parcial, perda de consciência",AVC
"cefaleia severa, desorientação, perda de visão em um olho, sonolência, dificuldade para articular palavras",AVC
"instabilidade, dor de cabeça intensa, desmaio",AVC
"boca torta, desorientação, dor de cabeça intensa, náuseas e vômitos",AVC
"movimentos descontrolados, fraqueza no braço, instabilidade, perda de consciência, desorientação",AVC
"fala embolada, desorientação, ataxia, dor de cabeça intensa, instabilidade",AVC
"vertigem, cefaleia severa, desmaio, não sentir frio ou calor",AVC
"perda de coordenação, enjoo, fraqueza súbita em um lado do corpo",AVC
"afasia, dor de cabeça intensa, perda de consciência, visão embaçada, fraqueza no braço",AVC
"dificuldade para articular palavras, não sentir frio ou calor, dificuldade para caminhar, dificuldade em lembrar informações recentes, fraqueza súbita em um lado do corpo",AVC
"desmaio, perda de equilíbrio, não sentir frio ou calor, fala embolada",AVC
"tremores, perda de coordenação, alterações no estado de consciência, fraqueza no braço, tontura",AVC
"fraqueza no braço, visão dupla, desorientação",AVC
"dor de cabeça intensa, fraqueza súbita em um lado do corpo, dificuldade em lembrar informações recentes, sonolência, fala embolada",AVC
"fraqueza súbita em um lado do corpo, dor de cabeça intensa, confusão mental, formigamento",AVC
"movimentos descontrolados, sonolência, dificuldade em lembrar informações recentes, desmaio, tontura",AVC
"perda de equilíbrio, vertigem, dor de cabeça intensa",AVC
"boca torta, dificuldade para caminhar, dificuldade para levantar o braço",AVC
"perda de coordenação, perda de memória, perda de visão em um olho, confusão mental",AVC
"dificuldade para falar, confusão, sonolência, dificuldade em lembrar informações recentes, enjoo",AVC
"tremores, instabilidade, não sentir frio ou calor, náuseas e vômitos, afasia",AVC
"fala embolada, visão dupla, afasia, desorientação",AVC
"fraqueza no braço, perda de visão em um olho, afasia, perda de consciência",AVC
"enjoo, fraqueza súbita em um lado do corpo, perda de memória",AVC
"náuseas e vômitos, alterações no estado de consciência, dormência em um lado do corpo",AVC
"cefaleia severa, fraqueza no braço, desmaio, visão embaçada, perda de visão em um olho",AVC
"tontura, ataxia, sobrancelha caída, dificuldade para falar, paralisia",AVC
"dificuldade para caminhar, vertigem, perda de memória, enjoo",AVC
"movimentos descontrolados, fala embolada, cegueira parcial, dor de cabeça intensa, dificuldade para falar",AVC
"sonolência, formigamento, dificuldade para levantar o braço",AVC
"dificuldade para articular palavras, não sentir frio ou calor, dificuldade para levantar o braço, dificuldade para caminhar",AVC
"desmaio, movimentos descontrolados, cegueira parcial, desorientação",AVC
"sonolência, alterações na visão, dificuldade para falar, dificuldade em lembrar informações recentes",AVC
"desmaio, fraqueza súbita em um lado do corpo, visão dupla",AVC
"dificuldade para articular palavras, perda de sensibilidade, dificuldade para levantar o braço",AVC
"perda de consciência, cegueira parcial, desorientação, enjoo, formigamento",AVC
"confusão mental, fraqueza no braço, confusão, perda de equilíbrio",AVC
"enjoo, dificuldade para caminhar, cegueira parcial, fala embolada",AVC
"sobrancelha caída, náuseas e vômitos, visão embaçada, alterações no estado de consciência, não sentir frio ou calor",AVC
"perda de coordenação, dormência em um lado do corpo, fraqueza súbita em um lado do corpo, dificuldade em lembrar informações recentes, perda de sensibilidade",AVC
"paralisia, cegueira parcial, movimentos descontrolados, cefaleia severa, sonolência",AVC
"formigamento, fraqueza no braço, tontura, desmaio, confusão mental",AVC
"dificuldade para falar, fraqueza no braço, fala embolada",AVC
"cegueira parcial, instabilidade, perda de coordenação, afasia",AVC
"alterações no estado de consciência, perda de memória, perda de equilíbrio, dormência em um lado do corpo",AVC
"visão dupla, instabilidade, perda de sensibilidade",AVC
"visão dupla, boca torta, dormência em um lado do corpo, paralisia",AVC
"dificuldade para falar, dor de cabeça intensa, perda de memória, dificuldade para caminhar, formigamento",AVC
"ataxia, dificuldade em lembrar informações recentes, tontura",AVC
"desmaio, fraqueza súbita em um lado do corpo, movimentos descontrolados, dificuldade para caminhar, perda de visão em um olho",AVC
"cegueira parcial, dificuldade para falar, tontura, perda de equilíbrio",AVC
"fraqueza no braço, cefaleia severa, instabilidade, tontura",AVC
"perda de coordenação, perda de visão em um olho, dormência em um lado do corpo, perda de memória, sonolência",AVC
"fraqueza súbita em um lado do corpo, boca torta, visão dupla, perda de sensibilidade, ataxia",AVC
"movimentos descontrolados, dificuldade para articular palavras, dificuldade em lembrar informações recentes, dificuldade para falar, perda de consciência",AVC
"confusão, dificuldade para articular palavras, instabilidade, dificuldade para levantar o braço",AVC
"tremores, dificuldade para falar, fraqueza súbita em um lado do corpo, perda de coordenação, desmaio",AVC
"perda de visão em um olho, náuseas e vômitos, dificuldade para caminhar, instabilidade",AVC
"instabilidade, fraqueza no braço, fala embolada, fraqueza súbita em um lado do corpo, dificuldade para falar",AVC
"perda de memória, náuseas e vômitos, perda de coordenação, alterações na visão, boca torta",AVC
"paralisia, visão dupla, perda de coordenação, perda de equilíbrio, desorientação",AVC
"dor de cabeça intensa, dificuldade para articular palavras, perda de visão em um olho, dificuldade para levantar o braço",AVC
"cegueira parcial, dificuldade em lembrar informações recentes, enjoo, perda de equilíbrio, fraqueza no braço",AVC
"perda de consciência, visão embaçada, dificuldade para levantar o braço, tremores",AVC
"perda de consciência, formigamento, perda de coordenação",AVC
"cefaleia severa, perda de consciência, movimentos descontrolados, dificuldade para articular palavras, dificuldade em lembrar informações recentes",AVC
"enjoo, perda de visão em um olho, dificuldade para permanecer de pé",AVC
"dificuldade para falar, não sentir frio ou calor, dificuldade para caminhar, visão dupla",AVC
"dificuldade em lembrar informações recentes, desorientação, perda de sensibilidade, movimentos descontrolados, perda de equilíbrio",AVC
"dormência em um lado do corpo, tontura, perda de coordenação",AVC
"desmaio, alterações na visão, fala embolada, movimentos descontrolados, instabilidade",AVC
"perda de consciência, vertigem, dificuldade para permanecer de pé, tremores, fala embolada",AVC
"confusão mental, perda de equilíbrio, ataxia",AVC
"visão dupla, paralisia, cefaleia severa",AVC
"afasia, dificuldade em lembrar informações recentes, tremores",AVC
"alterações na visão, sonolência, perda de visão em um olho",AVC
"boca torta, perda de consciência, tremores",AVC
"tremores, paralisia, alterações na visão, perda de memória",AVC
"dormência em um lado do corpo, dificuldade para articular palavras, dificuldade para permanecer de pé, rosto assimétrico",AVC
"perda de memória, náuseas e vômitos, paralisia",AVC
"boca torta, dormência em um lado do corpo, desmaio",AVC
"dificuldade para articular palavras, perda de consciência, dormência em um lado do corpo, vertigem",AVC
"fraqueza súbita em um lado do corpo, não sentir frio ou calor, tremores",AVC
"cefaleia severa, visão dupla, dormência em um lado do corpo, tremores",AVC
"cegueira parcial, dormência em um lado do corpo, enjoo",AVC
"vertigem, cefaleia severa, emese",AVC
"paralisia, tontura, movimentos descontrolados",AVC
"desorientação, enjoo, dificuldade para caminhar, dificuldade para articular palavras, fraqueza súbita em um lado do corpo",AVC
"enjoo, dificuldade para articular palavras, perda de memória, visão dupla, dificuldade para caminhar",AVC
"confusão mental, paralisia, perda de sensibilidade",AVC
"tontura, cegueira parcial, rosto assimétrico, dificuldade para caminhar, paralisia",AVC
"desmaio, dificuldade para levantar o braço, perda de coordenação",AVC
"fraqueza no braço, afasia, perda de coordenação, rosto assimétrico, vertigem",AVC
"confusão, sonolência, perda de coordenação",AVC
"fraqueza no braço, fraqueza súbita em um lado do corpo, perda de consciência",AVC
"enjoo, tremores, perda de sensibilidade, perda de visão em um olho",AVC
"dormência em um lado do corpo, paralisia, boca torta, confusão, afasia",AVC
"movimentos descontrolados, confusão, formigamento, perda de memória, fala embolada",AVC
"desorientação, dificuldade para articular palavras, perda de equilíbrio, alterações na visão, confusão",AVC
"tontura, sonolência, afasia, visão embaçada, dificuldade para articular palavras",AVC
"movimentos descontrolados, náuseas e vômitos, tontura, paralisia",AVC
"emese, rosto assimétrico, dificuldade para levantar o braço",AVC
"paralisia, dificuldade para permanecer de pé, desmaio, desorientação, dificuldade para articular palavras",AVC
"tontura, náuseas e vômitos, dificuldade para levantar o braço",AVC
"desmaio, dificuldade em lembrar informações recentes, dificuldade para falar, perda de consciência, não sentir frio ou calor",AVC
"fraqueza no braço, vertigem, cefaleia severa, ataxia",AVC
"formigamento, perda de equilíbrio, alterações na visão",AVC
"dificuldade para levantar o braço, paralisia, enjoo, tontura",AVC
"perda de coordenação, tontura, dificuldade para levantar o braço, paralisia, perda de sensibilidade",AVC
"fraqueza no braço, dificuldade para caminhar, dificuldade em lembrar informações recentes",AVC
"alterações no estado de consciência, movimentos descontrolados, visão dupla, não sentir frio ou calor, formigamento",AVC
"cegueira parcial, enjoo, fraqueza no braço, dormência em um lado do corpo",AVC
"fraqueza súbita em um lado do corpo, dificuldade para permanecer de pé, perda de consciência, dor de cabeça intensa, confusão mental",AVC
"movimentos descontrolados, dificuldade para articular palavras, fraqueza súbita em um lado do corpo",AVC
"dor de cabeça intensa, alterações na visão, tontura, dificuldade em lembrar informações recentes",AVC
"alterações no estado de consciência, visão embaçada, desorientação",AVC
"enjoo, dificuldade para levantar o braço, perda de coordenação",AVC
"tremores, perda de equilíbrio, perda de memória, perda de coordenação",AVC
"dificuldade para levantar o braço, visão dupla, emese, tremores, vertigem",AVC
"fraqueza súbita em um lado do corpo, boca torta, perda de coordenação, movimentos descontrolados",AVC
"fraqueza súbita em um lado do corpo, dormência em um lado do corpo, dificuldade para falar, enjoo, desmaio",AVC
"visão embaçada, instabilidade, emese",AVC
"perda de visão em um olho, confusão mental, dificuldade para falar",AVC
"dificuldade para falar, boca torta, dificuldade para caminhar, confusão mental",AVC
"paralisia, dificuldade em lembrar informações recentes, visão dupla, boca torta, cegueira parcial",AVC
"movimentos descontrolados, não sentir frio ou calor, rosto assimétrico, vertigem",AVC
"fraqueza súbita em um lado do corpo, alterações na visão, sonolência, afasia",AVC
"dificuldade para articular palavras, náuseas e vômitos, cefaleia severa, perda de sensibilidade",AVC
"dificuldade em lembrar informações recentes, fala embolada, paralisia, tontura",AVC
"alterações na visão, enjoo, dormência em um lado do corpo, tremores, perda de visão em um olho",AVC
"rosto assimétrico, visão dupla, perda de consciência, fraqueza súbita em um lado do corpo",AVC
"fraqueza no braço, perda de sensibilidade, dor de cabeça intensa, paralisia",AVC
"enjoo, dificuldade em lembrar informações recentes, rosto assimétrico",AVC
"sonolência, vertigem, dificuldade para caminhar, emese",AVC
"enjoo, cefaleia severa, afasia, desorientação, perda de coordenação",AVC
"confusão mental, paralisia, perda de sensibilidade, dificuldade para falar",AVC
"desmaio, tremores, dificuldade para levantar o braço, não sentir frio ou calor",AVC
"desorientação, cefaleia severa, sobrancelha caída",AVC
"perda de memória, fala embolada, sobrancelha caída, tremores",AVC
"tremores, formigamento, desmaio",AVC
"tremores, dificuldade para permanecer de pé, perda de consciência, perda de sensibilidade, formigamento",AVC
"formigamento, perda de coordenação, tremores",AVC
"dor de cabeça intensa, sobrancelha caída, perda de consciência, perda de coordenação, fala embolada",AVC
"tontura, cegueira parcial, fraqueza no braço, ataxia, cefaleia severa",AVC
"afasia, enjoo, tremores",AVC
"alterações na visão, fraqueza súbita em um lado do corpo, cefaleia severa, dificuldade para levantar o braço, perda de consciência",AVC
"perda de consciência, desorientação, tontura, dificuldade para permanecer de pé, dificuldade para articular palavras",AVC
"náuseas e vômitos, desorientação, fala embolada",AVC
"perda de visão em um olho, tontura, dificuldade para permanecer de pé, dificuldade para falar, formigamento",AVC
"sonolência, emese, paralisia",AVC
"perda de coordenação, fraqueza no braço, paralisia",AVC
"afasia, alterações no estado de consciência, fala embolada",AVC
"emese, sonolência, tremores, fraqueza súbita em um lado do corpo, confusão mental",AVC
"vertigem, perda de equilíbrio, tremores, desmaio, fraqueza súbita em um lado do corpo",AVC
"rosto assimétrico, dificuldade para caminhar, perda de sensibilidade, formigamento, fala embolada",AVC
"visão dupla, sonolência, emese, paralisia, não sentir frio ou calor",AVC
"náuseas e vômitos, dificuldade para falar, visão embaçada, formigamento",AVC
"desmaio, movimentos descontrolados, dificuldade para falar",AVC
"dormência em um lado do corpo, instabilidade, cefaleia severa, alterações na visão, perda de sensibilidade",AVC
"perda de visão em um olho, confusão mental, não sentir frio ou calor, tremores, náuseas e vômitos",AVC
"dor de cabeça intensa, perda de coordenação, desorientação",AVC
"formigamento, confusão mental, emese, paralisia, alterações no estado de consciência",AVC
"vertigem, sobrancelha caída, instabilidade, dificuldade para articular palavras, perda de visão em um olho",AVC
"dificuldade em lembrar informações recentes, confusão, ataxia, tontura, enjoo",AVC
"perda de memória, tontura, dificuldade para levantar o braço",AVC
"fraqueza súbita em um lado do corpo, rosto assimétrico, ataxia, dificuldade para articular palavras",AVC
"dificuldade em lembrar informações recentes, sonolência, instabilidade, confusão",AVC
"visão dupla, ataxia, perda de consciência, fala embolada, confusão mental",AVC
"dificuldade em lembrar informações recentes, fraqueza no braço, dor de cabeça intensa, vertigem, movimentos descontrolados",AVC
"confusão mental, movimentos descontrolados, afasia",AVC
"boca torta, ataxia, alterações na visão",AVC
"afasia, movimentos descontrolados, cefaleia severa",AVC
"movimentos descontrolados, perda de equilíbrio, cegueira parcial, emese, ataxia",AVC
"tontura, emese, desorientação",AVC
"desmaio, boca torta, dormência em um lado do corpo",AVC
"movimentos descontrolados, cegueira parcial, perda de coordenação",AVC
"movimentos descontrolados, dormência em um lado do corpo, instabilidade, dificuldade para levantar o braço, alterações na visão",AVC
"dificuldade para falar, ataxia, sobrancelha caída, dor de cabeça intensa",AVC
"movimentos descontrolados, fraqueza súbita em um lado do corpo, perda de equilíbrio, confusão mental, perda de sensibilidade",AVC
"sobrancelha caída, alterações na visão, dificuldade para levantar o braço",AVC
"fala embolada, formigamento, dificuldade para falar",AVC
"perda de coordenação, não sentir frio ou calor, dor de cabeça intensa",AVC
"dificuldade em lembrar informações recentes, dor de cabeça intensa, alterações na visão, dificuldade para falar",AVC
"vertigem, rosto assimétrico, movimentos descontrolados, náuseas e vômitos",AVC
"dificuldade para permanecer de pé, alterações no estado de consciência, alterações na visão, vertigem",AVC
"sonolência, formigamento, instabilidade, confusão, sobrancelha caída",AVC
"náuseas e vômitos, dificuldade para levantar o braço, boca torta, fala embolada",AVC
"emese, vertigem, fala embolada, visão dupla, dificuldade para permanecer de pé",AVC
"perda de consciência, fala embolada, desmaio, não sentir frio ou calor, tontura",AVC
"dificuldade para falar, perda de memória, ataxia",AVC
"não sentir frio ou calor, alterações na visão, fraqueza no braço, paralisia",AVC
"emese, perda de coordenação, dificuldade para articular palavras",AVC
"náuseas e vômitos, tontura, alterações na visão, perda de consciência, ataxia",AVC
"dificuldade para permanecer de pé, dificuldade para articular palavras, dificuldade em lembrar informações recentes",AVC
"afasia, perda de consciência, tremores, enjoo, perda de sensibilidade",AVC
"alterações no estado de consciência, sonolência, perda de memória, ataxia, fraqueza súbita em um lado do corpo",AVC
"perda de consciência, dificuldade em lembrar informações recentes, paralisia, dor de cabeça intensa, instabilidade",AVC
"desorientação, perda de equilíbrio, náuseas e vômitos, boca torta",AVC
"rosto assimétrico, alterações na visão, fraqueza súbita em um lado do corpo, enjoo",AVC
"perda de sensibilidade, cefaleia severa, boca torta, vertigem, sonolência",AVC
"rosto assimétrico, desmaio, dificuldade em lembrar informações recentes",AVC
"perda de coordenação, emese, dormência em um lado do corpo, desorientação, vertigem",AVC
"ataxia, dificuldade para caminhar, alterações na visão, alterações no estado de consciência",AVC
"cefaleia severa, fraqueza no braço, tontura",AVC
"tontura, cefaleia severa, perda de visão em um olho",AVC
"perda de coordenação, não sentir frio ou calor, afasia",AVC
"perda de memória, perda de sensibilidade, fraqueza no braço",AVC
"perda de coordenação, perda de equilíbrio, instabilidade, dificuldade para falar",AVC
"alterações na visão, confusão mental, paralisia, tremores",AVC
"dificuldade para caminhar, visão embaçada, rosto assimétrico, dificuldade para permanecer de pé",AVC
"náuseas e vômitos, dificuldade para levantar o braço, vertigem, desorientação",AVC
"dificuldade para articular palavras, visão embaçada, sonolência",AVC
"instabilidade, fraqueza no braço, visão embaçada, perda de consciência, perda de visão em um olho",AVC
"dificuldade em lembrar informações recentes, sonolência, náuseas e vômitos",AVC
"rosto assimétrico, perda de coordenação, dificuldade para levantar o braço, fraqueza súbita em um lado do corpo",AVC
"dificuldade para caminhar, dormência em um lado do corpo, desorientação",AVC
"não sentir frio ou calor, boca torta, dificuldade para articular palavras, ataxia, afasia",AVC
"afasia, movimentos descontrolados, dificuldade para permanecer de pé",AVC
"perda de equilíbrio, movimentos descontrolados, visão dupla",AVC
"confusão, alterações na visão, dificuldade para falar, instabilidade",AVC
"ataxia, perda de memória, desorientação",AVC
"cefaleia severa, alterações no estado de consciência, dificuldade para permanecer de pé, visão embaçada",AVC
"alterações no estado de consciência, fraqueza no braço, perda de memória, boca torta",AVC
"perda de visão em um olho, afasia, cefaleia severa",AVC
"não sentir frio ou calor, vertigem, perda de consciência, visão dupla, boca torta",AVC
"movimentos descontrolados, fraqueza súbita em um lado do corpo, perda de memória",AVC
"boca torta, perda de equilíbrio, dificuldade para permanecer de pé",AVC
"perda de consciência, tremores, visão embaçada",AVC
"tontura, dor de cabeça intensa, não sentir frio ou calor, desorientação",AVC
"visão embaçada, vertigem, perda de coordenação",AVC
"perda de consciência, perda de visão em um olho, dificuldade em lembrar informações recentes, dormência em um lado do corpo",AVC
"emese, perda de visão em um olho, perda de equilíbrio",AVC
"formigamento, perda de consciência, ataxia, desorientação, tremores",AVC
"perda de consciência, formigamento, vertigem, desorientação, rosto assimétrico",AVC
"vertigem, alterações na visão, ataxia",AVC
"afasia, enjoo, alterações no estado de consciência, movimentos descontrolados, cegueira parcial",AVC
"sobrancelha caída, dormência em um lado do corpo, náuseas e vômitos",AVC
"dificuldade para caminhar, perda de visão em um olho, fala embolada, dificuldade para permanecer de pé, tremores",AVC
"perda de equilíbrio, fraqueza súbita em um lado do corpo, dificuldade em lembrar informações recentes",AVC
"desorientação, sobrancelha caída, visão embaçada",AVC
"perda de sensibilidade, dificuldade para caminhar, perda de consciência, tontura, dificuldade para permanecer de pé",AVC
"perda de memória, perda de coordenação, confusão",AVC
"desorientação, dificuldade para caminhar, paralisia, visão dupla",AVC
"desorientação, emese, dificuldade para permanecer de pé, ataxia",AVC
"ataxia, perda de sensibilidade, perda de equilíbrio, visão dupla",AVC
"sobrancelha caída, perda de coordenação, paralisia, confusão mental",AVC
"fala embolada, perda de coordenação, movimentos descontrolados, perda de memória, dificuldade para permanecer de pé",AVC
"fala embolada, afasia, tontura, emese",AVC
"perda de coordenação, desmaio, dificuldade para levantar o braço, cefaleia severa",AVC
"sobrancelha caída, movimentos descontrolados, desmaio, ataxia, formigamento",AVC
"dor de cabeça intensa, fala embolada, dificuldade em lembrar informações recentes, dificuldade para levantar o braço",AVC
"formigamento, confusão, desorientação, ataxia",AVC
"formigamento, vertigem, confusão mental, dificuldade para permanecer de pé, sonolência",AVC
